CODE_MIL,LABEL_MIL,LB_APPELLATION_MIL
*30,VISITE DES CHAIS 1 PERSONNE,
*31,30G PRIMEUR CAVIAR,
*32,50G PRIMEUR CAVIAR,
*33,30G VINTAGE CAVIAR,
*34,50G VINTAGE CAVIAR,
*35,30G OSCIETRE CAVIAR,
*36,50G OSCIETRE CAVIAR,
*37,BAGAGE A VINS LAZENNE 12 BLES,
*38,CARTON 3 BLES BOURG CHAMPAGNES,
*39,CADENAS CERTIFIES TSA BAGAGES A VIN,
*4,TABLIER LA CAVE COULEUR BORDEAUX,
*40,CAISSETTE BOIS 1 BOUTEILLE,
*41,CAISSETTE BOIS 1 MAGNUM,
*5,CASIER DE 6 BOUTEILLES,
*6,CASIER DE 4 MAGNUNS,
*7,CRACHOIR SABLIER INOX,
*8,ETAMPE,
*9,TABLIER L ECOLE COULEUR NOIRE,
*C15,CAISSE 6 BOUTEILLES MASTER CLASSE MOUTON,
*C2,SAC 3 BTL PAUILLAC 2001,
2105,CHARMES GRAND CORBIN ROUGE,SAINT EMILION
2106,MAC CARTHY ROUGE,SAINT ESTEPHE
2107,GUILLEMIN LA GAFFELIERE ROUGE,SAINT EMILION
2108,R DE CH RIEUSSEC BLANC,BORDEAUX BLANCS SECS
2109,THIEULEY BLANC,BORDEAUX BLANCS SECS
2110,CALECHES LANESSAN ROUGE,HAUT MEDOC
2111,ST EMILION ROUGE HAUTS GAFFELIERE,SAINT EMILION
2112,BORDEAUX ROUGE HAUTS GAFFELIERE,BORDEAUX
2113,BORDEAUX BLANC HAUTS GAFFELIERE,BORDEAUX BLANCS SECS
2114,ARNAUTON ROUGE,FRONSAC
2115,HAUT FERRAND ROUGE,POMEROL
2116,PRELUDE DE FOMBRAUGE ROUGE,SAINT EMILION
2119,CHAPELLE DE CALON ROUGE,SAINT ESTEPHE
2120,SAINT ESTEPHE DE CALON SEGUR ROUGE,SAINT ESTEPHE
2121,PETITE LUNE BLANC,BORDEAUX BLANCS SECS
2122,PETITE LUNE ROUGE,BORDEAUX
2123,CONNIVENCE ROUGE,POMEROL
2124,DEEP RED ROUGE BE BORDO,BORDEAUX
2125,FRUITY RED ROUGE BE BORDO,BORDEAUX
2126,CRISP WHITE BLANC BE BORDO,BORDEAUX BLANCS SECS
2127,MOULIN HAUT LAROQUE ROUGE,FRONSAC
2128,ST PIERRE POMEROL ROUGE,POMEROL
2129,II ST PIERRE POMEROL ROUGE,POMEROL
2130,BELLEGRAVE POMEROL ROUGE,POMEROL
2131,LASSEGUE ROUGE,SAINT EMILION
2132,BONNEAU ROUGE,HAUT MEDOC
2133,MARTIN HAUT MEDOC ROUGE,HAUT MEDOC
2134,MOULIN DES MOINES ROUGE,HAUT MEDOC
2135,FORTUNE ROUGE,MARGAUX
2136,BEAUVILLAGE ROUGE,MEDOC
2137,BEGADAN ROUGE,MEDOC
2138,CANGRUEY ROUGE,MEDOC
2139,FRANCE DELHOMME ROUGE,MEDOC
2140,GRAVE MEDOC ROUGE,MEDOC
2141,MOULIN DE TAFFARD ROUGE,MEDOC
2142,TROUSSAS ROUGE,MEDOC
3137,CUVEE CAUDALIES MESNIL BLANC DE SOUSA,CHAMPAGNE
3138,BRUT ROSE ROSE DE SOUSA,CHAMPAGNE
3139,CUVEE CAUDALIES ROSE ROSE DE SOUSA,CHAMPAGNE
3140,BRUT ROSE ROSE DEUTZ,CHAMPAGNE
3141,BRUT MILLESIME BLANC DEUTZ,CHAMPAGNE
3142,BRUT ROSE MILLESIME ROSE DEUTZ,CHAMPAGNE
3143,B DE B BLANC DEUTZ,CHAMPAGNE
3144,CUVEE WILLIAM DEUTZ BLANC DEUTZ,CHAMPAGNE
3145,CUVEE WILLIAM DEUTZ ROSE ROSE DEUTZ,CHAMPAGNE
3146,AMOUR DEUTZ BLANC DEUTZ,CHAMPAGNE
3147,BRUT CARTE JAUNE SUIT ME BLANC CLICQUOT,CHAMPAGNE
3148,LONGITUDE 1C EXTRA BRUT B DE B BLANC LARMANDIER BERNIER,CHAMPAGNE
3149,TERRE VERTUS B DE B 1C ND BLANC LARMANDIER BERNIER,CHAMPAGNE
3150,VIEILLE VIGNE CRAMANT GC EXTRA BRUT B DE B BLANC LARMANDIER BERNIER,CHAMPAGNE
3151,ROSE SAIGNEE EXTRA BRUT 1C ROSE LARMANDIER BERNIER,CHAMPAGNE
3152,GRANDE CUVEE COFFRET JOSEPH BLANC KRUG,CHAMPAGNE
3153,DOM PERIGNON 2003 DAVID LYNCH BLANC,CHAMPAGNE
3154,BRUT CARTE JAUNE SHOPPING BAG BLANC CLICQUOT,CHAMPAGNE
3155,BRUT CARTE JAUNE FRIDGE BLANC CLICQUOT,CHAMPAGNE
3156,SHOPPING BAG ROSE CLICQUOT,CHAMPAGNE
3157,IMPERIAL COFFRET POINTE DE DIAMANT BLANC MOET,CHAMPAGNE
3158,GRAND MILLESIME BLANC GOSSET,CHAMPAGNE
3159,GRAND B DE B BLANC GOSSET,CHAMPAGNE
3160,CELEBRIS VINTAGE EXTRA BRUT BLANC GOSSET,CHAMPAGNE
3161,CELEBRIS B DE B EXTRA BRUT BLANC GOSSET,CHAMPAGNE
3162,GRAND ROSE ROSE GOSSET,CHAMPAGNE
3163,CELEBRIS ROSE EXTRA BRUT ROSE GOSSET,CHAMPAGNE
3164,GRANDE RESERVE BLANC LALLIER,CHAMPAGNE
3165,GRAND DOSAGE BLANC LALLIER,CHAMPAGNE
3166,B DE B BLANC LALLIER,CHAMPAGNE
3167,MILLESIME BLANC LALLIER,CHAMPAGNE
3168,ZERO DOSAGE BLANC LALLIER,CHAMPAGNE
3169,BRUT ROSE 1C ROSE LALLIER,CHAMPAGNE
3170,EXTRA BRUT BLANC BILLECART SALMON,CHAMPAGNE
3171,JAMES BOND 002 FOR 007 BLANC BOLLINGER,CHAMPAGNE
3400,DOM RUINART MAARTEN BAAS ROSE RUINART,CHAMPAGNE
3401,EXTRA BRUT COFFRET CARAFE BLANC BILLECART SALMON,CHAMPAGNE
3402,RICH BLANC CLICQUOT,CHAMPAGNE
3403,ROYALE RESERVE BRUT ROSE PHILIPPONNAT,CHAMPAGNE
3404,CUVEE CAUDALIES B DE B EXTRA BRUT NM BLANC DE SOUSA,CHAMPAGNE
3405,CUVEE 739 BLANC JACQUESSON,CHAMPAGNE
3406,BLANC CRAIE BRUT BLANC HENRI GIRAUD,CHAMPAGNE
3407,OUVRAGE BLANC LALLIER,CHAMPAGNE
3408,COLLECTION B DE B MILLESIME BLANC DELAMOTTE,CHAMPAGNE
3409,COLLECTION ASSEMBLAGE BLANC DELAMOTTE,CHAMPAGNE
3410,COEUR CUVEE BLANC VILMART CIE,CHAMPAGNE
3411,FUT DE CHENE AY GC BRUT MV09 BLANC HENRI GIRAUD,CHAMPAGNE
3412,RED BRUT RESERVE BLANC BILLECART SALMON,CHAMPAGNE
3413,AVIZE GC DT BLANC JACQUESSON,CHAMPAGNE
3414,CUVEE 735 DT BLANC JACQUESSON,CHAMPAGNE
3415,MILLESIME DT BLANC JACQUESSON,CHAMPAGNE
3416,RICH ROSE ROSE CLICQUOT,CHAMPAGNE
3417,ICE IMPERIAL ROSE ROSE MOET,CHAMPAGNE
3418,CUVEE 15 ANS CAVE MINIMA BLANC GOSSET,CHAMPAGNE
3419,DOM PERIGNON 2006 MICHAEL RIEDEL BLANC,CHAMPAGNE
3420,DOM PERIGNON 2004 MICHAEL RIEDEL ROSE,CHAMPAGNE
3421,GRANDE CUVEE COFFRET JOSEPH 3 BLANC KRUG,CHAMPAGNE
3422,ROSE N8 ROSE AYALA,CHAMPAGNE
3423,COFFRET DEUX ROSES ZOEMIE ROSE DE SOUSA,CHAMPAGNE
3424,COFFRET TRIO PRESTIGE BLANC DEUTZ,CHAMPAGNE
3425,COFFRET ARABESQUE GRANDE SENDREE BLANC DRAPPIER,CHAMPAGNE
3426,SAC BON VOYAGE BLANC CHARLES HEIDSIECK,CHAMPAGNE
3427,MALLE 1860 BLANC CHARLES HEIDSIECK,CHAMPAGNE
3428,COFFRET ART DECO BLANC LALLIER,CHAMPAGNE
3429,COFFRET MIROIR GRAND SIECLE BLANC LAURENT PERRIER,CHAMPAGNE
3430,CAGE RUBANS CUVEE ROSE BRUT ROSE LAURENT PERRIER,CHAMPAGNE
3431,COFFRET CARAFE BLANC DE NOIRS BLANC PHILIPPONNAT,CHAMPAGNE
3432,BRUT CARTE JAUNE ARROW BLANC CLICQUOT,CHAMPAGNE
3433,ZOEMIE SAIGNEE GRAND CRU BRUT ROSE DE SOUSA,CHAMPAGNE
3434,CLICQ CALL ROSE CLICQUOT,CHAMPAGNE
5,CASIER DE 6 BOUTEILLES,
5001,DEGUSTATION MILLESIMA PRIMEUR 2011 BFV,
5002,DUO MILLESIMA PASSEPORT GCC BFV,
5003,PASSEPORT GCC BFV,
5004,DINER DE CLOTURE BFV,
5005,PASS DEGUSTATION BFV,
5006,DEGUSTATION PANORAMA BOURGOGNE JUIN 2013,
5007,DEGUSTATION PANORAMA ROSES JUILLET 2013 GARDEN PARTY,
5008,DEGUSTATION PANORAMA ROSES JUILLET 2013,
5009,DEGUSTATION PANORAMA CHAMPAGNE NOVEMBRE 2013,
5010,AFTER WORK DEGUSTATION TOSCANE OCTOBRE 2013,
5011,AFTER WORK NOEL ATYPIQUE DECEMBRE 2013,
5012,DEGUSTATION PANORAMA VDR MARS 2014,
5013,DEGUSTATION PRESTIGE VINS BORDEAUX AVRIL 2014,
5014,DEGUSTATION PANORAMA ROSES AVRIL 2014,
5015,VISITE CHAIS BFV 2014,
5016,MILLESIMA W1NE HOUR,
5017,AFTER WORK DEGUSTATION PIEMONT OCTOBRE 2014,
5018,AFTER WORK CAVIAR ET BULLES ITALIENNES DECEMBRE 2014,
5019,AFTER WORK PORTOS VINTAGE ET CHOCOLATS GRANDS CRUS FEVRIER 2015,
5020,DEGUSTATION PANORAMA VINS ITALIENS AVRIL 2015,
5021,DEGUSTATION PANORAMA BOURGOGNE JUIN 2015,
5022,MILLESIMA EXCLUSIVE W1NE HOUR,
5023,DEGUSTATION PANORAMA CHAMPAGNE NOVEMBRE 2015,
5024,PASS VISITE DES CHAIS ATELIER PRESTIGE 1 PERSONNE,
5025,PASS VISITE DES CHAIS ATELIER PRESTIGE 2 PERSONNES,
5026,PASS VISITE DES CHAIS ATELIER PRESTIGE 3 PERSONNES,
5027,PASS VISITE DES CHAIS ATELIER PRESTIGE 4 PERSONNES,
5028,PASS VISITE DES CHAIS ATELIER DECOUVERTE 1 PERSONNE,
5029,DEGUSTATION PANORAMA BOURGOGNE NOVEMBRE 2016,
5030,DEGUSTATION PANORAMA CHAMPAGNE NOVEMBRE 2017,
5031,DEGUSTATION PANORAMA VINS ITALIENS OCTOBRE 2018,
5032,DEGUSTATION PANORAMA VINS ITALIENS MASTERCLASS ANTINORI OCTOBRE 2018,
5033,DEGUSTATION PANORAMA VINS ITALIENS MASTERCLASS AMARONE BAROLO OCTOBRE 2018,
5034,DEGUSTATION PANORAMA VINS ITALIENS DUO MASTERCLASS ANTINORI AMARONE BAROLO OCTOBRE 2018,
5035,DEGUSTATION PANORAMA CHAMPAGNE NOVEMBRE 2019,
5036,DEGUSTATION PANORAMA CHAMPAGNE NOVEMBRE 2019 EARLY BIRD,
5037,DEGUSTATION RUINART X MILLESIMA BASSIN D ARCACHON,
5038,PANORAMA CHAMPAGNE ATELIER LAURENT PERRIER,
5039,PANORAMA CHAMPAGNE ATELIER JACQUESSON,
5040,PANORAMA CHAMPAGNE ATELIER RUINART,
5041,PANORAMA CHAMPAGNE ATELIER DOM PERIGNON,
5042,PANORAMA CHAMPAGNE ATELIER KRUG,
5993,CARTE CADEAU SUR MESURE,
5994,CARTE CADEAU 100,
5995,CARTE CADEAU 200,
5996,CARTE CADEAU 400,
5997,CARTE CADEAU 500,
8222,WHISKY HUDSON MANHATTAN RYE TUTHILLTOWN HUDSON,RYE WHISKEY
8223,WHISKY HUDSON BABY BOURBON TUTHILLTOWN HUDSON,SINGLE GRAIN BOURBON
8224,EXTRA VIEJO RUM RON BRUGAL,
8225,ARMAGNAC BUSQUET DARROZE,BAS ARMAGNAC
8226,WHISKY MACHIR BAY KILCHOMAN,SINGLE MALT SCOTCH WHISKY
8227,SAMBUCA AGRUMI AVERNA,SAMBUCA
8228,SAKE YAMAHAI GINJO KASUMI TSURU,
8229,SAKE JUNMAI GINJO SHICHIHON YARI,
8230,SAKE JUNMAI GINJO YUKINO BOSHA,
8231,SAKE JUNMAI GINJO SUPERIOR HAKUTSURU,
8232,SAKE SNOW SHADOW TOKUBETSU JUNMAI YUKIKAGE,
8233,WHISKY 12 YEAR ELLENSTOWN OLD CASK STRENGTH MARSHALL S,SINGLE MALT SCOTCH WHISKY
8234,WHISKY 13 YEAR OLD MASTERS CRAGGANMORE JAMES MACARTHUR S,SINGLE MALT SCOTCH WHISKY
8235,MEZCAL SOMBRA,MEZCAL
8236,WHISKY PENNSYLVANIA WHITE RYE DAD S HAT,RYE WHISKEY
8237,BLANCO EXCELLIA,TEQUILA
8238,REPOSADO EXCELLIA,TEQUILA
8239,ANEJO EXCELLIA,TEQUILA
8240,6 YEAR OLD RHUM CLEMENT,RHUM DE LA MARTINIQUE
8241,10 YEAR OLD RHUM CLEMENT,RHUM DE LA MARTINIQUE
8242,VSOP RHUM CLEMENT,RHUM DE LA MARTINIQUE
8243,CREOLE SHRUBB ORANGE LIQUEUR CLEMENT,
8244,GOUTTE PRUNELART EAU DE VIE CAZOTTES,AUTRE EAU DE VIE DE FRUITS
8245,GOUTTE MAUZAC ROSE EAU DE VIE CAZOTTES,AUTRE EAU DE VIE DE FRUITS
8246,WILD CHERRY EAU DE VIE REISETBAUER,
8247,LULI MOSCATO CHIANTI ROUGE VERGANO,CHINATO
8248,BAROLO CHINATO ROUGE GD VAJRA,CHINATO
8249,SAKE NIGORI HITORIMUSUME YAMANAKA,
8250,SAKE NINJA JUNMAI WAKAEBISU,
8251,WHISKY WATHEN S SINGLE BARREL BOURBON MEDLEY,STRAIGHT BOURBON
8252,WHISKY OLD MEDLEY 12 YEAR OLD BOURBON MEDLEY,STRAIGHT BOURBON
8253,SOUR WILD CHERRY LIQUEUR CAZOTTES,
8254,WILD QUINCE LIQUEUR CAZOTTES,
8255,FOLLE NOIRE CAZOTTES,
8256,CEDRAT CAZOTTES,
8257,WHISKY BOURBON BRECKENRIDGE,SINGLE GRAIN BOURBON
8258,ARMAGNAC CHATEAU GAUBE DARROZE,BAS ARMAGNAC
8259,ARMAGNAC JAULIN DARROZE,BAS ARMAGNAC
8260,ARMAGNAC LASSERADE DARROZE,BAS ARMAGNAC
8261,COGNAC MASTER BLEND 88 TESSERON,COGNAC GRANDE CHAMPAGNE
8262,CALVADOS XO CARAFE SOUFFLEE BOUCHE COQUEREL,CALVADOS
8263,CALVADOS TRES VIEILLE RESERVE CARAFE MEDUSA COQUEREL,CALVADOS
9051,CAISSE DEC PRESTIGE D YQUEM 90,SAUTERNES
9052,CAISSE DEC SIX APPELLATIONS,
9053,CAISSE DEC MONSTRES SACRES,
9054,CAISSE DEC SAUTERNES 1ERS CC,SAUTERNES
9055,MIXED CASE CH MONTELENA 3 4 5,NAPA VALLEY
1080,CARBONNIEUX BLANC,PESSAC LEOGNAN BLANC
1081,CHEVALIER BLANC,PESSAC LEOGNAN BLANC
1082,YQUEM BLANC,SAUTERNES
1083,TOUR BLANCHE BLANC,SAUTERNES
1084,LAFAURIE PEYRAGUEY BLANC,SAUTERNES
1085,RAYNE VIGNEAU BLANC,SAUTERNES
1086,SUDUIRAUT BLANC,SAUTERNES
1087,COUTET BLANC,BARSAC
1088,CLIMENS BLANC,BARSAC
1089,GUIRAUD BLANC,SAUTERNES
109,MASTER CLASSE O LEFLAIVE,
1090,RIEUSSEC BLANC,SAUTERNES
1091,RABAUD PROMIS BLANC,SAUTERNES
1092,LIEUTENANT DE SIGALAS BLANC,SAUTERNES
1093,LA GARDE ROUGE,PESSAC LEOGNAN ROUGE
1094,DOISY DAENE BARSAC BLANC,BARSAC
1095,DOISY VEDRINES BLANC,SAUTERNES
1096,FERRAN ROUGE,PESSAC LEOGNAN ROUGE
1097,FILHOT BLANC,SAUTERNES
1098,BROUSTET BLANC,BARSAC
1099,ARSAC ROUGE,MARGAUX
11,POIGNEE CUIR,
110,MASTER CLASSE LA GRANDE DAME,
1100,NAIRAC BLANC,BARSAC
1101,RAYMOND LAFON BLANC,SAUTERNES
1102,MALLE BLANC,SAUTERNES
1103,TOUR DU PIN ROUGE,SAINT EMILION
1104,ROUGET ROUGE,POMEROL
1105,CLOSERIE DE CAMENSAC ROUGE,HAUT MEDOC
1106,FAYAT ROUGE,POMEROL
1107,ROSIERS ROUGE,BORDEAUX
1108,PETRUS ROUGE,POMEROL
1109,AUSONE ROUGE,SAINT EMILION
111,INITIATION AUX CRUS BOURGEOIS CHATEAU LA FLEUR PEYRABON PAUILLAC 1998 2000 2002,
1289,LE GAY ROUGE,POMEROL
129,MASTER CLASS LEFLAIVE ET FAIVELEY 06,
1360,SALLE DE CH POUJEAUX ROUGE,MOULIS
1361,CEDRES D HOSTEN ROUGE,LISTRAC
1362,LEGENDE DE FONREAUD ROUGE,LISTRAC
1363,GRANGES DES DOMAINES EDMOND DE ROTHSCHILD ROUGE,LISTRAC
1364,CLARKE ROUGE,LISTRAC
1365,BELLEVUE DE FOURCAS DUPRE ROUGE,LISTRAC
1366,CADET LARMANDE,
1367,FOURCAS DUPRE ROUGE,LISTRAC
1368,POINTE RIFFAT ROUGE,POMEROL
1369,DUO DE CONSEILLANTE ROUGE,POMEROL
137,DEGUSTATION POMEROL 1998,
1370,BLASON EVANGILE ROUGE,POMEROL
1371,FLEUR DE CLINET ROUGE,POMEROL
1372,BENJAMIN DE BEAUREGARD ROUGE,POMEROL
1373,DOMAINE DE COMPOSTELLE ROUGE,POMEROL
1374,CABANNE ROUGE,POMEROL
1375,CROIX DE GAY ROUGE,POMEROL
1376,VIEILLE DAME DE TROTTE VIEILLE ROUGE,SAINT EMILION
1377,CHENES DE MACQUIN ROUGE,SAINT EMILION
1378,CADET DE LARMANDE ROUGE,SAINT EMILION
1379,JUNIOR DE LA COUSPAUDE ROUGE,SAINT EMILION
138,VISITE AVF ST MAIXENT L ECOLE,
1380,ST PAUL DE DOMINIQUE ROUGE,SAINT EMILION
1381,FONTENIL,
1382,CEDRES DE FRANC MAYNE ROUGE,SAINT EMILION
1383,HAUTS DE CANON LA GAFFELIERE ROUGE,SAINT EMILION
1384,TOURNELLE DE BEAU SEJOUR BECOT ROUGE,SAINT EMILION
1385,CARILLON ANGELUS ROUGE,SAINT EMILION
1386,CHANOINE DE BALESTARD ROUGE,SAINT EMILION
1387,BALESTARD LA TONNELLE ROUGE,SAINT EMILION
1388,AILES DE BERLIQUET ROUGE,SAINT EMILION
1389,BERLIQUET ROUGE,SAINT EMILION
139,FORFAIT ANIMATION DE DEGUSTATION,
1587,MAGREZ FOMBRAUGE ROUGE,SAINT EMILION
1588,CROIX DUCRU BEAUCAILLOU ROUGE,SAINT JULIEN
1589,HERMITAGE ROUGE,SAINT EMILION
159,RESTAURATION,
1740,FONCHEREAU BLANC,BORDEAUX BLANCS SECS
1741,REAUT ROSE,BORDEAUX
1742,FONCHEREAU ROSE,BORDEAUX
1743,BROWN ROSE,BORDEAUX
1744,HAUT BOMMES BLANC,SAUTERNES
1745,CERONS BLANC,CERONS
1746,FONCHEREAU CREMANT BORDEAUX BRUT BLANC,CREMANT DE BORDEAUX
1747,FONCHEREAU CREMANT BORDEAUX BRUT ROSE,CREMANT DE BORDEAUX
1748,CLOS DU JAUGUEYRON MARGAUX ROUGE,MARGAUX
1749,CLOS DU JAUGUEYRON NOUT ROUGE,MARGAUX
1750,FAUGERES BLANC,BORDEAUX BLANCS SECS
1751,MONTVIEL ROUGE,POMEROL
1752,TOUR DE PRESSAC ROUGE,SAINT EMILION
1753,DOMS BLANC,GRAVES BLANCS
1754,MALENGIN ROUGE,MONTAGNE SAINT EMILION
1755,MEYLET ROUGE,SAINT EMILION
1756,ESPRIT MEYLET ROUGE,SAINT EMILION
1757,GRANDS CHENES ROUGE,MEDOC
1758,ESPERANCE TROTANOY ROUGE,POMEROL
1759,PLINCE ROUGE,POMEROL
1760,CLARTE HAUT BRION BLANC,PESSAC LEOGNAN BLANC
1761,TASSIN BLANC,BORDEAUX BLANCS SECS
1762,SIMARD ROUGE,SAINT EMILION
1763,CROIX BONIS ROUGE,SAINT ESTEPHE
1764,SIAURAC ROUGE,LALANDE DE POMEROL
1765,VRAY CROIX DE GAY ROUGE,POMEROL
1766,GAUDIN ROUGE,PAUILLAC
1767,LAROSE PERGANSON ROUGE,HAUT MEDOC
1768,ECLATS BRANAS GRAND POUJEAUX ROUGE,MOULIS
1769,PAVILLON TAILLEFER ROUGE,SAINT EMILION
1770,DIFFERENT DE CH DE FERRAND ROUGE,SAINT EMILION
1772,AMOUR ROUGE,MEDOC
1773,CLARISSE VV ROUGE,PUISSEGUIN SAINT EMILION
1774,CALVET CREMANT BORDEAUX BRUT ROSE,CREMANT DE BORDEAUX
1775,DAUPHIN GRAND PONTET ROUGE,SAINT EMILION
1776,CLOS GRANDES VERSANNES ROUGE,SAINT EMILION
1777,PINDEFLEURS ROUGE,SAINT EMILION
1778,LA ROSE PERRIERE ROUGE,LUSSAC SAINT EMILION
1779,PERRIERE BLANC,BORDEAUX BLANCS SECS
1780,FONREAUD CYGNE BLANC,BORDEAUX BLANCS SECS
1781,LESTAGE ROUGE,LISTRAC
2048,MAUCAILLOU FELLETIN ROUGE,HAUT MEDOC
2049,GALIANE ROUGE,MARGAUX
2050,COTEAU ROUGE,MARGAUX
2051,GLANA ROUGE,SAINT JULIEN
2052,LALANDE SAINT JULIEN ROUGE,SAINT JULIEN
2053,DOMEYNE ROUGE,SAINT ESTEPHE
2054,SEGUR DE CABANAC ROUGE,SAINT ESTEPHE
2055,HAUT BAILLY ROSE,BORDEAUX
2056,GURGUE ROUGE,MARGAUX
2057,LARRUAU ROUGE,MARGAUX
2058,MARSAC SEGUINEAU ROUGE,MARGAUX
2059,MARTINENS ROUGE,MARGAUX
2060,BRIDANE ROUGE,SAINT JULIEN
2061,TEYNAC ROUGE,SAINT JULIEN
2062,LACHESNAYE ROUGE,HAUT MEDOC
2063,SEGUR ROUGE,HAUT MEDOC
2064,SOUDARS ROUGE,HAUT MEDOC
2065,VERDIGNAN ROUGE,HAUT MEDOC
2066,BARDIS ROUGE,HAUT MEDOC
2067,HAUT ROUGE,HAUT MEDOC
2068,MEYNIEU ROUGE,HAUT MEDOC
2069,PEYRE LEBADE ROUGE,HAUT MEDOC
2070,SENILHAC ROUGE,HAUT MEDOC
2071,FOURCAS LOUBANEY ROUGE,LISTRAC
2072,DUCLUZEAU ROUGE,LISTRAC
2073,LAFON MEDOC ROUGE,MEDOC
2074,BELLES GRAVES ROUGE,MEDOC
2075,BEL AIR LAGRAVE ROUGE,MOULIS
2076,DUPLESSIS FABRE ROUGE,MOULIS
2077,GRANINS GRAND POUJEAUX ROUGE,MOULIS
2078,ANDRON BLANQUET ROUGE,SAINT ESTEPHE
2079,HAUT BEAUSEJOUR ROUGE,SAINT ESTEPHE
2080,MARBUZET ROUGE,SAINT ESTEPHE
2081,MORIN ROUGE,SAINT ESTEPHE
2082,POMYS ROUGE,SAINT ESTEPHE
2083,SAINT ESTEPHE ROUGE,SAINT ESTEPHE
2084,QUINTESSENCE PEYBONHOMME ROUGE,BLAYE COTES DE BORDEAUX
2085,CROIX ST GEORGES ROUGE,POMEROL
2086,CONFESSION ROUGE,SAINT EMILION
2087,CAP ST GEORGE ROUGE,SAINT GEORGES SAINT EMILION
2088,CARLMAGNUS ROUGE,FRONSAC
2089,20 MILLE ROUGE,BORDEAUX SUPERIEUR
2090,CROIX MOUTON ROUGE,BORDEAUX SUPERIEUR
2091,FRANCS MAGNUS ROUGE,BORDEAUX SUPERIEUR
2092,DALEM ROUGE,FRONSAC
2093,VV BLANC STE MARIE,ENTRE DEUX MERS
2094,HAUT PEYRUGUET BLANC,BORDEAUX BLANCS SECS
3100,FRIDGE ROSE CLICQUOT,CHAMPAGNE
3101,B DE B EXTRA BRUT VINTAGE BLANC PLOYEZ JACQUEMART,CHAMPAGNE
3102,ROYALE RESERVE BRUT BLANC PHILIPPONNAT,CHAMPAGNE
3103,ROYALE RESERVE NON DOSE BLANC PHILIPPONNAT,CHAMPAGNE
3104,RESERVE MILLESIMEE BLANC PHILIPPONNAT,CHAMPAGNE
3105,RESERVE ROSE ROSE PHILIPPONNAT,CHAMPAGNE
3106,BRUT MAJEUR BLANC AYALA,CHAMPAGNE
3107,BRUT NATURE BLANC AYALA,CHAMPAGNE
3108,BLASON ROSE ROSE PERRIER JOUET,CHAMPAGNE
3109,BRUT ROSE GC ROSE LOUIS DE SACY,CHAMPAGNE
3110,ROSE MAJEUR ROSE AYALA,CHAMPAGNE
3111,COFFRET CENTENAIRE SPECIAL CUVEE BLANC BOLLINGER,CHAMPAGNE
3112,CLOS D AMBONNAY BLANC KRUG,CHAMPAGNE
3113,ICE TUBE ROSE ROSE BOLLINGER,CHAMPAGNE
3114,CUVEE RESERVE B DE B GRAND CRU BLANC PIERRE PETERS,CHAMPAGNE
3115,CRISTAL ROSE ROEDERER,CHAMPAGNE
3116,B BLANC BOERL KROFF,CHAMPAGNE
3117,EFFLORESCENCE EXTRA BRUT BLANC MARIE COURTIN,CHAMPAGNE
3118,ROSE DE CUVAISON BRUT RESERVE ROSE MOUTARD,CHAMPAGNE
3119,ROSE ROSE KRUG,CHAMPAGNE
3120,B DE B BLANC HENRIOT,CHAMPAGNE
3121,BRUT ROSE ROSE HENRIOT,CHAMPAGNE
3122,ROSE MILLESIME ROSE HENRIOT,CHAMPAGNE
3123,BRUT RESERVE BLANC TAITTINGER,CHAMPAGNE
3124,CUVEE PRESTIGE BRUT BLANC TAITTINGER,CHAMPAGNE
3125,NOCTURNE BLANC TAITTINGER,CHAMPAGNE
3126,PRELUDE GRANDS CRUS BLANC TAITTINGER,CHAMPAGNE
3127,PRESTIGE ROSE ROSE TAITTINGER,CHAMPAGNE
3128,FOLIES MARQUETTERIE BLANC TAITTINGER,CHAMPAGNE
3129,BRUT MILLESIME BLANC TAITTINGER,CHAMPAGNE
3130,COMTES DE CHAMPAGNE ROSE ROSE TAITTINGER,CHAMPAGNE
3131,COLLECTION AMADOU SOW BLANC TAITTINGER,CHAMPAGNE
3132,CUVEE HEURTEBISE BRUT B DE B BLANC CHARTOGNE TAILLET,CHAMPAGNE
3133,BRUT TRADITION BLANC DE SOUSA,CHAMPAGNE
3134,BRUT RESERVE B DE B BLANC DE SOUSA,CHAMPAGNE
3135,CUVEE 3A BLANC DE SOUSA,CHAMPAGNE
3136,CUVEE CAUDALIES MILLESIME BLANC DE SOUSA,CHAMPAGNE
3380,NPU NEC PLUS UTRA BLANC BRUNO PAILLARD,CHAMPAGNE
3381,RESONANCE EXTRA BRUT BLANC MARIE COURTIN,CHAMPAGNE
3382,HOMMAGE FRANCOIS HEMART BRUT BLANC HENRI GIRAUD,CHAMPAGNE
3383,FUT DE CHENE AY GC BRUT MV07 BLANC HENRI GIRAUD,CHAMPAGNE
3384,HENRI GIRAUD B DE B BRUT BLANC HENRI GIRAUD,CHAMPAGNE
3385,HENRI GIRAUD ROSE ROSE HENRI GIRAUD,CHAMPAGNE
3386,MOF SOMMELIERS BLANC DUVAL LEROY,CHAMPAGNE
3387,VIEILLE VIGNE LEVANT GC EXTRA BRUT B DE B BLANC LARMANDIER BERNIER,CHAMPAGNE
3388,ASSEMBLAGE BLANC BRUNO PAILLARD,CHAMPAGNE
3389,B DE B MILLESIME BLANC BRUNO PAILLARD,CHAMPAGNE
